證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
3450 聯鈞,0,0.385801506,0.346747562,0.124786864,0.902881416,0.509547634,0.256025693,0.305017117,0.305017117,6.11,0.819169192,1.920365993,4.266497589,5.4738582,-1.596495944,-2.970819139,28.5,12.42,23.54,24.88,23.96,24.91,19.25,19.25,12.29,12.21,10.03,-0.08,10.05,276.59,15.78,6.96,17.59,1.17,81.92,6.12,17,72.54,8.91,8.85,8.85,6.11,49.83,49.33,62.13,81.64,92.85,92.85,89.96,13.3,27.42,7.9,188.64,177.25,97.77,25.34,89.14,88.54,26.39,1228979,52.92,6.14,1.19,59.41,13.35,27.34,2.48,28.07,28.61,624540,17.59,1.4,1.4,5.93
3556 禾瑞亞,0,0.673258254,0.127197153,0.054759124,0.035343112,0.243730441,0.486787641,0.389174735,0.389174735,8.62,1.434192096,0.946338286,3.052324633,1.469089698,-0.16955081,-0.303033756,37.66,29.83,31.8,39.24,37.03,39.24,57.08,57.08,32.81,34.62,29.27,1.81,29.27,235.2,41.83,24.27,19.38,16.15,143.42,8.62,9.61,29.32,9.62,10.15,10.15,8.62,116.69,149.35,355.9,324.17,298.62,298.62,298.62,44.68,42.37,28.24,154.97,462.92,32.71,478.32,96.21,101.51,18.79,1272182,21.96,9.44,1.02,38.68,6.91,52.81,1.34,47.21,50.43,78120,13.45,2.75,2.75,5.44
3588 通嘉,0,0.753048757,0.099570691,0.108707352,0.828268622,0.608178899,0.246351316,0.389229739,0.389229739,2.51,0.844282227,1.20137295,6.129415432,3.274417901,-0.434986393,-1.849504838,13.52,8.41,10.71,9.85,17.3,9.69,36.27,36.27,11.2,13.58,10.65,2.38,10.47,144.68,9.21,25.07,17.18,16.01,84.43,2.47,3.85,23.58,2.64,3.21,3.2,2.51,-1.89,-4.47,-11.75,-1.04,-7.25,-7.25,-9.44,3.99,1.58,-0.64,131.05,633.83,18.5,,26.42,32.02,18.31,1095483,23.41,8.03,0.79,45.47,5.07,72.03,0.93,56.88,77.55,84377,12.2,1.28,1.28,2.4
3613 碩達,1,0.168318885,0.057461819,0.565263131,0.908399745,0.210413944,0.006755176,0.56262912,0.56262912,1.51,0.236701176,2.591301892,18.75364546,7.093959386,-1.324734563,-4.198458922,10.27,4.14,8.69,8.38,5.87,8.33,3.9,3.9,0.82,2.06,1.8,1.24,1.79,126.5,1.5,3.08,3.04,0.48,23.67,1.5,4.34,81.38,0.66,1.67,1.67,1.51,-27.31,168.27,127.47,164.55,157.38,157.38,157.21,-8.38,11.07,8.84,14.54,123.99,140.95,4.05,6.41,16.15,100,279041,76.82,56.2,1.75,6.49,5.24,69.65,4.65,51.64,60.67,162878,1.61,0.61,0.61,1.79
4921 宏陽,0,0.34965035,0.042868154,0.100674226,0.243268028,0.164063492,0.377015873,3.378538978,3.378538978,-2.82,-2.960101587,0.679377477,-1.396991952,1.473464641,-0.473464641,,-43.87,-56.33,-47.44,-64.74,-92.61,-60.75,24.47,24.47,-100.26,-105.36,-110.18,-5.1,-103.39,19.62,-91.88,124.73,72.18,100.3,-296.01,-2.65,-1.84,2.56,-2.57,-2.7,-2.7,-2.82,-31.7,-37.02,-27.07,-40.24,-46.65,-46.65,-35.93,-44.5,-48.67,-14.33,681.67,546.94,20.95,-171559,-25.71,-27.01,,175983,16.45,12.49,0.51,29.21,4.02,90.84,0.59,80.28,67.72,-17474,5.67,0.93,0.93,0.83
4925 智微,0,0.448162732,0.114642919,0.149991845,0.458184303,0.494026059,0.363765472,0.522079192,0.522079192,0.26,0.014175896,0.112582781,530.7090993,-0.011588893,0.536561465,0.475826294,7.23,1.14,6.15,1.29,10.45,1.18,40.25,40.25,-2.43,1.67,1.62,4.11,1.48,94.3,-2,42.69,20.07,31.6,1.42,0.24,0.03,16.3,-0.4,0.27,0.27,0.26,-19.69,-12.53,-188.9,-70.34,-51.99,-51.99,-51.28,-7.77,-4.7,-1.43,336.01,910.64,11.71,,-3.81,2.62,100,1244336,26.17,6.12,0.7,59.68,2.84,128.57,0.8,147.39,112.3,132033,13.88,1.25,1.25,1.98
4973 廣穎,0,0.262993727,0.35689103,0.341472101,0.735841612,0.463663374,0.192316948,0.409293905,0.409293905,4.47,0.084500127,0.334742376,73.16621601,-79.856049,105.0551302,-15.50842266,12.04,10.65,10.17,18.72,4.49,16.38,10.58,10.58,3.61,4.08,3.53,0.47,3.08,151.77,11.34,6.97,6.16,1.09,8.45,3.91,1.73,126.75,4.57,5.18,5.18,4.47,12.14,4.69,-16.14,6.16,1.4,1.4,-10.05,11.72,4.82,0.34,51.88,182.22,84.08,60.29,45.73,51.75,21.67,1014766,106.78,9.98,2.97,36.58,10.03,36.41,5.31,40.15,41.29,273664,10.52,1,1,5.58
5236 凌陽創新,0,0.53361687,0.18139566,0.075581361,0.207825645,0.493801345,0.388303906,0.620641751,0.620641751,-0.97,-0.145616829,0.49424438,-35.93335432,0.312383246,0.480766395,0.206850359,-2.26,-4.32,-2.3,-5.69,-3.64,-4.79,33.17,33.17,-4.61,-5.63,-5.33,-1.03,-4.49,87.81,-4.74,37.77,22.19,23.55,-14.56,-0.8,-0.51,17.81,-0.82,-1.03,-1,-0.95,-18.81,-20.3,-247.32,-297.58,-293.7,-293.7,-218.93,-8.29,-6.71,-7.06,240.5,582.04,30.32,-298,-8.2,-10.03,,841424,31.59,4.91,0.81,74.41,6.58,55.47,1.07,66.36,46.19,13124,20.18,0.77,0.77,2.26
5261 創傑,0,0.169682055,0.168756644,0.147804012,0.375457271,0.32049431,0.643570413,0.453993339,0.454094695,6.26,1.14125889,0.772853486,6.50589863,5.779046316,-10.59160484,5.810631708,34.46,27.78,30.91,33.5,22.45,33.33,46.25,46.25,18.93,19.89,18.02,0.96,17.93,169.28,31.52,27.32,18.93,20.06,114.13,5.57,5.34,31.08,5.88,6.9,6.18,5.6,116.67,123.45,422.64,412.34,364.55,364.55,358.43,91.25,93.12,33.62,163.36,558.36,20.22,9028.02,58.8,61.79,41.07,1288913,33.59,10.71,1.54,34.07,6.52,55.98,1.86,65.31,77.44,-256179,12.69,3.81,3.81,3.57
5280 F-敦泰,0,0.115421034,0.002618885,0.111654291,0.353416591,0.146655267,0.746240294,0.085989561,0.085989561,30.2,2.377877579,1.59489725,2.299013361,11.30766841,-20.41348132,9.925388884,24.58,22.67,23.42,27.89,28.33,27.93,44.2,44.2,26.26,27.27,26.11,1.01,26.15,246.39,23.24,17.94,5.13,9.23,237.79,23.04,50.31,88.1,23.13,31.54,24.03,23.01,2.33,-15.57,-32.21,-29.73,-28.94,-28.94,-28.83,95.33,138.8,-12.58,,806.55,15.67,405.28,231.35,240.26,56.29,6272529,12.77,251.82,0.87,1.45,3.15,115.9,1.07,100.78,113.56,-2398223,0.39,1.8,1.8,
5302 太欣,0,0.682197069,0.061545947,0.151317161,0.174992289,0.223797188,0.214257784,0.89793352,0.89793352,-0.22,0.006174952,-0.021287351,366.2044855,0.018848688,1.972348626,-1.010120602,-0.47,-1.4,-0.69,-1.98,-3.81,-1.97,43.58,43.58,-18.52,-12.83,-13.04,5.69,-13.01,70.18,-9.77,62.1,44.51,29.62,0.62,-0.21,0,1.74,-0.32,-0.22,-0.22,-0.22,-22.36,-19.14,10.48,17.86,16.52,16.52,12.13,-3.42,-2.33,-0.8,-248.46,152.36,21.14,-4.96,-3.17,-2.19,,64277,2.2,17.94,0.12,20.34,4.78,76.42,0.15,36.17,66.64,-16982,4.15,0.77,0.77,4.18
5471 松翰,0,0.327632558,0.157399875,0.095218718,0.576546758,0.430325391,0.418834137,0.513228057,0.513228057,3.07,0.974262112,0.803740024,6.728388311,2.562624264,0.774095359,-2.351385128,18.59,13.18,14.25,15.79,20.21,15.47,42.38,42.38,16.91,18.49,14.13,1.58,13.85,166.38,28.6,25.47,17.8,20.34,97.43,3.01,3.22,21.7,3.67,4.01,4.01,3.07,2.84,0.85,-4.75,1.81,-4.26,-4.26,-5.99,0.31,0.6,-0.3,122.68,556.38,19.56,,36.69,40.12,-4.35,2535811,23.88,8.12,0.93,44.93,7.23,50.46,1.12,50.14,51.23,449243,13.36,1.82,1.82,1.83
5483 中美晶,0,0.265566547,0.293109521,0.318485933,0.62374531,0.302457864,0.05779139,0.254115355,0.254115355,0.57,0.269916352,19.16896323,9.037499614,1.566917755,-0.465986388,-0.210852586,10.29,0.41,8.48,0.2,16.99,1.47,10.98,10.98,2.83,0.58,1.53,-2.25,1.29,134.74,2.11,8.15,17.4,3.13,26.99,0.46,4.71,42.47,1.2,0.25,0.25,0.56,20.81,299.44,140.88,104.46,113.24,101.52,114.19,3.11,11.48,6.84,73.67,152.25,92.72,1.87,12.02,2.45,100,4758264,41.19,5.91,0.57,61.71,4.99,73.1,1.14,84.01,182.11,-3964266,18.29,0.84,0.84,5.97
6129 普誠,0,0.260474125,0.115231014,0.144329341,0.469104917,0.562068052,0.364092956,0.884432686,0.884432686,-0.54,0.563040763,-1.557641565,10.01708109,1.85981472,-0.577256304,-0.452373511,-3.03,-4.42,-3.73,-5.07,-4.31,-5.51,34.87,34.87,-7.61,-6.41,-7.18,1.2,-7.81,82.08,-8.65,42.48,23.65,31.25,56.3,-0.59,0.82,8.24,-0.63,-0.53,-0.53,-0.54,-12.05,-15.32,-865.43,-279.08,-452.59,-452.59,-217.82,-5.2,-5.98,-5.59,100.68,702.07,15.22,,-6.27,-5.28,,1590742,23.54,6.42,0.62,56.87,3.41,107.04,0.71,102.87,101.64,40132,14.34,0.63,0.63,1.85
6182 合晶,0,0.124237572,0.275068341,0.426172684,0.707215386,0.076874797,0.085636507,0.493038371,0.493038371,-1.4,0.040836579,-0.402043312,22.23274564,-0.394103736,2.07527591,-0.55244699,3.98,-2.69,2.65,-9.25,11.45,-8.19,9.8,9.8,-7.96,-11.19,-11.61,-3.23,-10.28,55.17,-3.08,17.76,17.41,5.33,4.08,-1.05,0.8,16.24,-1.29,-2,-1.82,-1.27,18.39,443.61,43.79,27.82,25.39,25.39,38.61,-1.83,-0.15,1.67,10.44,96.52,153.56,-2.12,-12.87,-18.09,,-208663,59.44,3.69,0.31,98.79,2.02,180.54,0.8,240.17,181.22,-181725,29.24,0.81,0.81,0.76
6257 矽格,0,0.642762311,0.194825402,0.026498686,0.971446309,0.074564265,0.341073611,0.475790246,0.475790246,2.44,0.874888582,2.101620364,2.519007614,1.02979298,0.096276484,-0.129441245,19.53,7.89,16.36,11,40.73,10.91,28.11,28.11,17.56,18.89,16.01,1.33,15.88,266.31,9.74,10.56,26.51,3.09,87.49,2.4,5.77,14.43,2.53,2.75,2.73,2.42,7.07,0.64,-5.46,-6.95,-11.72,-11.72,-3.87,6.8,2.05,-0.75,121.36,271.4,46.09,39.93,25.1,27.01,62.78,4074713,18.54,4.05,0.48,90.17,25.2,14.48,0.69,87.5,16.53,303449,23.99,1.13,1.13,11.1
6286 立錡,0,0.209492529,0.289368497,0.217323814,0.709473333,0.44604294,0.385609588,0.224756368,0.224756368,9.25,0.812319019,1.033152231,6.361385854,14.68038787,-4.195416206,-9.599705788,23.95,15.81,20.03,21.06,19.08,21.38,38.52,38.52,14.78,15.22,12.71,0.44,12.91,157.08,20.52,24.52,15.61,14.33,81.23,9.39,11.36,72.24,10.68,10.99,10.99,9.25,-4.83,-7.16,-16.42,-13.76,-19.39,-19.39,-18.47,2.51,4.17,-3.46,113.33,306.78,32.23,2154.57,106.76,109.91,29.72,4293137,48.84,5.63,1.24,64.81,5.09,71.66,1.66,85.99,77.38,976958,17.18,2.37,2.37,3.87
6488 環球晶,0,0.178716029,0.368320697,0.383008407,0.784848913,0.364928437,0.071910026,0.241725305,0.241725305,6.14,0.576715616,1.302085403,5.425122382,19.39333306,-5.044119635,-13.9223835,18.23,8.88,15.66,14.81,26.11,14.81,23.53,23.53,14.09,14.16,12.51,0.07,12.51,249.29,11.13,9.44,20.33,3.25,57.67,6.14,9.04,49.04,6.91,6.94,6.94,6.14,10.89,45.08,112.22,175.64,98.75,98.75,98.75,-10.45,-0.33,3.57,,172.67,60.45,59.62,69.09,69.42,10.38,3616338,49.15,4.62,0.7,79.04,3.77,96.71,1.18,113.4,149.49,1050810,20.33,0.69,0.69,
6526 達發,0,0.267718455,0.121900106,0.592060636,0.24857467,0.734751236,0.193759505,0.668317108,0.683214194,4.08,0.105137511,0.384721964,29.83014918,0.95231921,-0.91927726,0.962134203,20.72,17.96,19.43,33.25,9.53,33.25,27.88,27.88,8.32,8.71,8.26,0.39,8.26,142.57,19.69,19.55,,15.76,10.51,4.02,1.66,48.68,4.05,4.3,4.24,4.02,,,,,,,,118.17,62.24,,,176.13,105.22,,39.64,41.49,100,494581,130.44,21.38,2.17,17.07,3.3,110.49,4.03,54.61,168.27,-3902,6.85,0.49,0.49,
8028 昇陽半導體,1,0.417893691,0.242208994,0.281032741,0.921144461,0.110110976,0.343636685,1.254847704,1.254847704,4.73,0.828261899,0.869516817,3.45677244,1.629782709,-1.087603729,0.457821019,41.33,31.7,40.11,87.43,45.93,86.85,44.65,44.65,28.84,33.27,34.08,4.43,33.86,282.47,27.03,15.81,24.97,5.38,82.83,4.23,4.02,12.49,3.6,4.62,4.16,4.26,20.2,36.72,46.04,76.46,97.76,97.76,101.68,28.03,350.21,18.08,,168.27,94.66,29.48,36.03,41.56,100,336092,48.21,7.18,0.9,50.83,3.52,103.71,2.57,123.62,105.12,-553818,14.24,0.8,0.8,
8086 宏捷科,0,0.61182438,0.097507879,0.12754614,0.946107377,0.336318906,0.252886599,0.754772963,0.754772963,-0.55,1.458833037,-5.806038313,3.262979411,2.903457714,-0.653642108,-1.263047516,8.05,-3.11,5.47,-4.07,17.17,-4.08,9.25,9.25,-6.2,-5.28,-6.95,0.92,-6.97,59.88,-3.22,15.46,28.8,9.64,145.88,-0.55,2.41,7.87,-0.49,-0.42,-0.42,-0.55,-33.81,-64.09,-264.42,-321.33,-1667.24,-1667.24,-1360.45,-6.37,-2.76,-3.31,99.17,468.66,22.26,-11.97,-4.88,-4.15,,825662,13.15,9.47,0.47,38.56,6.09,59.9,0.59,74.6,49.97,22965,9.6,0.96,0.96,7.12
8088 品安,0,0.1141192,0.420199941,0.365450634,0.924459792,0.133440388,0.449099856,0.595093142,0.595093142,3.66,0.64243201,0.513702422,26.33601639,-1.926529711,0.782534423,2.143995288,24.86,17.46,20.57,24.03,8.95,23.7,9.54,9.54,6.61,7.39,6.13,0.78,6.04,322.91,19.12,2.95,7.2,0.3,64.24,3.6,2.27,59.59,3.94,4.42,4.4,3.65,20.41,207.11,412.85,506.98,424.4,424.4,406.35,3.09,23.75,14.01,20.54,396.96,28.33,64.97,39.39,44.05,10.63,604705,65.36,11.49,2.81,31.76,11.27,32.37,3.92,54.23,34.6,20434,9.86,1.71,1.71,13.26
8110 華東,0,0.374918797,0.362877863,0.21332944,0.93701503,0.286069253,0.251490392,0.73459231,0.73459231,0.65,0.82998752,6.035496365,3.24926997,3.49088733,-2.206253365,-0.310958605,17.68,2.65,14.15,4.86,34.47,1.99,7.48,7.48,3.24,5.1,3.63,1.86,1.49,176.27,1.87,4.24,16.73,0.74,83,0.26,5.47,17.82,0.58,0.91,0.91,0.65,6.96,-19.96,-0.44,292.45,237.01,237.01,-53.95,3.91,5.62,4.46,85.47,125.05,142.56,4.5,5.73,9.03,80.59,823901,34.77,6.57,0.55,55.6,9.34,39.08,1.34,52.83,39.05,223716,16.83,0.8,0.8,6.27
8299 群聯,0,0.431077386,0.174390131,0.280553469,0.714955473,0.623297218,0.241541363,0.122639962,0.122639962,17.57,0.225366287,0.411199731,18.08132199,-5.702950981,1.319619016,5.276413499,21.53,17.49,18.19,26.14,13.95,26.25,20.18,20.18,12.3,13.45,11.36,1.15,11.41,256.14,20.68,7.88,5.5,5.24,22.54,17.65,9.62,173.97,21.4,23.4,23.4,17.57,-1.43,22.97,29.63,45.93,43.35,43.35,44.92,22.29,16.92,5.98,106.05,262.53,52.61,1289.22,213.96,233.98,40.23,12522354,62.53,8.76,1.54,41.64,5.85,62.44,2.3,44.79,82.76,1703083,11.24,1.53,1.53,7.27
1816 富元,1,0.184597567,0.385680527,0.267875586,0.794246876,0.229004377,0.135779515,1.333155492,1.333155492,-4.03,-0.119269558,0.337883366,-13.66877486,-12.95423212,-30.35789355,44.31212566,-8.91,-14.63,-7.34,-44.29,-10.08,-44.33,-0.5,-0.5,-22.04,-21.65,-17.9,0.39,-17.92,-2.32,-21.54,21.54,24.93,7.96,-11.93,-4.01,-1.65,22.39,-4.94,-4.87,-4.85,-4.01,7.71,-104.11,-662.24,-618.69,-596.14,-596.14,-596.89,7.62,-29.25,-12.15,27.24,75.55,250.65,-12.5,-49.35,-48.49,,-234959,90.43,5.14,0.88,71.03,7.64,47.76,2.47,69.31,51.13,34810,17.87,0.86,0.86,6.17
2438 翔耀,0,0.20591691,0.601651401,0.108987572,0.725002867,0.083542698,0.478776496,1.14746193,1.14746193,0.04,0.230519306,0.565789001,7.441728567,0.972904528,-4.909201342,4.939858758,17.61,8.44,11.53,11.99,33.76,10.08,41,41,21.15,23.75,14.59,2.61,12.27,206.49,17.58,19.86,27.63,1.23,23.05,-0.07,0.74,4.68,0.99,1.31,1.11,0.04,974.48,3140.47,293.86,600.07,486.78,486.78,1222.59,267.88,227.2,31.95,-216.85,120,50.59,43.16,9.89,11.1,100,40988,26.67,4.56,0.56,79.97,8.65,42.18,0.82,91.17,47.88,-64288,42.09,0.97,0.97,1.47
2491 吉祥全,0,0.031048741,0.214861856,0.683629612,0.955343865,0.078857959,0.060943371,0.997335689,0.997335689,3.52,0.177757008,1.797988759,2.356679971,-42.06753408,-3.901332094,46.96886617,-1.89,6.57,-2.51,27.93,37.92,-26.33,8.07,8.07,-23.55,23.6,23.48,47.15,-22.14,25.52,-6.21,31.61,21.85,0.01,17.78,-1.12,4.31,10.16,-2.39,2.4,2.4,3.52,-32.33,-23.04,49.12,148.26,147.99,147.99,45.52,-17.39,42.06,13,-94.94,48.15,274.4,6.82,-23.92,23.98,100,-792179,104.64,3.61,0.24,100.99,1.13,324.03,1.19,342.07,312.16,-146507,24.7,0.96,0.96,0.46
3066 李洲,0,0.13321866,0.301524496,0.455794085,0.697084389,0.22424518,0.104643766,0.79696031,0.79696031,-1.07,0.028207558,-0.085536366,45.203799,-0.139678446,0.145354798,1.094796148,-0.51,-8.93,-2.22,-14.58,0.68,-15.74,2.85,2.85,-31.17,-25.86,-25.99,5.31,-28.06,8.37,-13.19,34.02,35.54,5.46,2.82,-1.22,0.16,7.19,-2.24,-1.86,-1.86,-1.07,-4.9,928.65,11.66,42.01,51.96,51.96,36.7,-11.7,-4.12,10.56,12.98,123.98,46.39,-11.82,-22.42,-18.6,,112326,42.2,2.63,0.37,138.89,2.36,154.94,0.56,216.21,161.12,-24151,29.32,0.67,0.67,1.95
3122 笙泉,0,0.447365255,0.176802064,0.15636594,0.865009576,0.510916209,0.450538282,0.77028899,0.77028899,1.71,0.542883761,0.921299328,9.49517239,10.09078188,-10.29193633,1.100402309,10.96,9.95,9.71,13.14,13.64,10.77,38.68,38.68,7.68,11.43,10.47,3.75,8.58,124.77,9.61,31,19.18,14.38,54.29,1.41,1.72,16.43,1.26,1.87,1.88,1.72,0.52,6.57,12.58,39.38,44.31,44.31,11.3,12.49,5.57,3.62,64.28,383.26,38.72,48.19,12.18,18.13,33.17,301005,30.27,7.73,0.93,47.23,5.57,65.54,1.26,58.75,69.22,-52541,13.15,1.22,1.22,2.54
3150 鈺寶-創,0,0.691736477,0.110642767,0.126375929,0.55393957,0.47665206,0.472520987,0.968263368,0.968263368,-1.25,-0.568848758,0.865648855,-8.349517585,-0.518692909,-0.297458733,1.816151642,-9.64,-11.32,-10.03,-13.61,-11.67,-13.81,23.45,23.45,-20.72,-13.84,-13.94,6.89,-14.15,53.08,-17.29,44.17,24.71,23.85,-56.88,-1.26,-1.08,8.87,-1.84,-1.24,-1.23,-1.24,-10.35,-38.63,-1634.1,-596.32,-614.94,-614.94,-622.68,26.35,31.63,-14.93,-387.45,612.54,18.08,,-18.38,-12.27,,347395,26.25,7.34,0.81,49.76,3.87,94.2,0.98,89.64,101.08,-127174,14.27,0.9,0.9,2.26
3152 璟德,0,0.835917258,0.120138399,0.036409824,0.991254273,0.142990774,0.518937125,0.247250255,0.247250255,6.85,2.375764652,1.261509352,1.823562487,4.435347698,-0.751699227,-2.68364847,24.09,15.64,20.26,17.07,56.56,17.07,53.66,53.66,40.74,43.47,36.71,2.73,36.69,415.58,17.41,12.91,15.24,4.94,237.58,6.85,10.23,18.66,7.6,8.11,8.11,6.85,-0.23,5.31,9.06,9.75,-0.56,-0.56,-0.6,4.61,1.7,-0.8,122.04,751.16,10.69,,76.01,81.1,10.05,1935198,12.52,4.87,0.43,74.9,7.53,48.47,0.47,99.86,52.19,436944,20.83,2.84,2.84,4.51
3168 眾福科,0,0.09235656,0.31213344,0.499306733,0.83211533,0.331056184,0.042670353,1.283166046,1.283166046,0.1,0.038176506,3.994824399,41.94376581,-0.843099009,-0.196691894,1.891238199,5.46,1.44,4.52,1.3,5.38,1.58,13.04,13.04,0.06,0.6,0.47,0.53,0.57,100.46,0.07,12.98,14.4,1.48,3.82,0.12,0.51,21.51,0.01,0.13,0.13,0.1,26.21,53.35,101.57,128.44,121.4,121.4,126.75,0.7,1.85,2.3,74.92,79.41,178.14,1.5,0.13,1.28,100,-174818,111.07,6.94,1,52.62,3.85,94.79,2.79,71.03,104.79,16881,15.48,0.61,0.61,3.66
3178 公準,0,0.119804248,0.481915478,0.261837443,0.90485628,0.114915168,0.172903616,0.915274633,0.915274633,2.83,0.232127453,1.433600153,6.022097062,8.509005279,-9.446848152,1.909688438,18.22,9.02,15.46,29.04,23.83,29.11,24.09,24.09,12.13,11.58,10.05,-0.55,10.07,201.47,9.87,11.96,33.27,0.53,23.21,2.83,4.58,27.58,3.35,3.19,3.19,2.83,17.73,36.12,144.33,176.22,207.42,207.42,246.02,9.65,33.94,5.99,134.48,78.85,245.76,6.45,33.46,31.95,96.46,-149818,105.9,3.92,0.76,93.19,5.09,71.71,2.89,125.47,69.29,69996,27.18,0.88,0.88,3.08
3299 帛漢,0,0.137523694,0.328660818,0.175393902,0.854577821,0.316412378,0.124841969,0.349044664,0.349044664,4.71,0.34887174,1.433166585,5.477067732,-5.318532244,3.821220232,2.961441676,15.87,8.39,11.25,16.03,16.9,15.97,31.29,31.29,10.88,12.74,8.54,1.86,8.51,168.42,11.15,18.58,14.87,1.99,34.89,4.69,9.23,50.55,5.5,6.44,6.44,4.71,12.73,41.48,312.37,305.78,301.8,301.8,313.47,8.75,13.71,6.49,59.03,157.74,95.3,29.01,55,64.39,9.73,769560,73.41,3.66,0.94,99.78,5.37,67.96,1.88,85.78,77.01,71504,27.13,1.19,1.19,3.13
3307 遠業,0,0.612607948,0.079044242,0.07786586,0.093662819,0.106725834,0.11394772,0.514037602,0.514037602,2.28,0.435768667,1.320945361,3.810055506,2.03426716,-1.940079035,0.5923985,19.18,7.44,10.17,13.05,24.36,13.11,62.94,62.94,20.8,19.87,9.17,-0.93,9.2,149.36,22.23,42.14,29.59,9.91,43.58,2.25,6.52,24.44,5.08,4.94,4.86,2.24,-6.68,-2.21,-10.97,-13.08,-25.11,-25.11,-25.47,30.26,34.77,-2.83,460.12,173.51,78.54,55.96,50.19,47.94,100,681665,20.34,12.61,0.79,28.94,3.51,104.09,1.42,80.12,81.94,-86217,8.26,1.53,1.53,3.87
3311 閎暉,0,0.750082865,0.154849494,0.04022475,0.573205121,0.493368395,0.401454423,0.394256766,0.394256766,-7.32,0.080219771,-0.091289539,34.17316858,-0.316101109,0.74818625,0.740544989,-1.08,-15.16,-1.41,-25.35,-22.77,-8.59,5.26,5.26,-15.55,-32.05,-31.14,-16.5,-10.56,25.28,-8.31,20.81,41.42,5.46,8.02,-2.42,0.7,23.77,-3.7,-7.63,-7.62,-7.31,-34.41,-81.77,-454.31,-501.08,-629.94,-629.94,-279.52,-19.67,-23.25,-16.7,119.62,364.25,68.88,-53.65,-36.97,-76.21,,4340197,24.3,3.97,0.49,91.84,14.31,25.51,0.81,42.02,20.92,-862295,20.58,0.72,0.72,1.41
3339 泰谷,0,0.019742852,0.531494355,0.247056419,0.921559447,0.254657466,0.3263927,1.36264006,1.36264006,-2.11,0.144071527,-0.251559158,13.55049152,-8.063135219,-5.776679187,14.85080645,5.97,-12.71,3.16,-25.43,7.07,-20.18,-14.66,-14.66,-22.92,-29.34,-29.34,-6.41,-23.27,-177.31,-10.83,8.27,15.33,3.81,14.41,-1.67,0.53,7.18,-1.65,-2.11,-2.11,-2.11,7.05,42.7,29.44,30.16,30.2,30.2,32.43,-15.03,-20.54,1.77,49.65,144.89,97.93,-16.83,-16.47,-21.08,,454813,56.57,2.94,0.45,123.95,6.19,59.01,0.87,142.23,60.64,-427430,39.45,1.11,1.11,2.83
3342 飛虹科,0,0.427449647,0.246927849,0.136058469,0.210129612,0.184403644,0.070089446,2.676587587,2.676587587,-0.17,-0.262094653,2.902775648,-3.196840826,1.184394944,0.311287699,-0.495682643,1.86,-1.75,1,-4.48,9.15,-4.48,19.14,19.14,-34.28,-10.78,-11.6,23.5,-11.6,28.76,-17.1,66.55,42.95,20.67,-26.21,-0.17,-0.46,1.48,-0.51,-0.16,-0.16,-0.17,53.75,1108.09,57.98,89.01,88.17,88.17,88.15,-2.1,-4.96,16.8,-302.11,81.46,92.66,-1.99,-5.07,-1.59,,-13387,14.74,5.29,0.2,68.97,8.47,43.11,0.39,40,56.48,19768,24.01,0.92,0.92,0.6
3356 奇偶,0,0.517498726,0.070774921,0.395273335,0.568228581,0.359164632,0.463288279,0.351377624,0.351377624,7,1.733837955,0.891224787,4.234190011,11.0738568,-0.701491907,-9.56232459,25.93,21.07,21.49,24.87,27.28,24.63,53,53,25.14,26.5,21.99,1.36,21.78,190.25,25.44,27.86,21.62,11.08,173.38,6.93,7.5,31.75,7.98,8.41,8.41,7,-1.59,-5.14,-14.94,-16.03,-15.58,-15.58,-16.09,-1.91,2.76,-3.98,65.04,668.4,15.34,,79.83,84.14,22.85,1720364,47.34,14.63,0.96,24.94,1.23,297.45,1.13,274.09,283.45,448217,6.44,3.29,3.29,0.91
